obs,GDP_QGR
1987Q2,2.74048163073381
1987Q3,2.02753554728773
1987Q4,0.7983716331302
1988Q1,0.990361335076181
1988Q2,0.339640849083376
1988Q3,0.505261764794972
1988Q4,1.82477194690724
1989Q1,1.23696683215785
1989Q2,1.62639962866801
1989Q3,1.77828336901282
1989Q4,2.6321033229394
1990Q1,1.64498669554031
1990Q2,1.10276387935544
1990Q3,0.0998395210349222
1990Q4,3.30377181959021
1991Q1,0.760439656656733
1991Q2,1.19886255347311
1991Q3,0.989732060152044
1991Q4,2.34759763844757
1992Q1,1.59634129664605
1992Q2,-0.643969691751293
1992Q3,1.83058678307308
1992Q4,4.09078644398496
1993Q1,1.18014802867246
1993Q2,1.09805367455795
1993Q3,2.53741392859219
1993Q4,0.83318935364122
1994Q1,0.921657803253122
1994Q2,1.69471567609432
1994Q3,2.04939314136541
1994Q4,1.68972045893598
1995Q1,2.90149038034798
1995Q2,2.54170396726548
1995Q3,0.482997678651411
1995Q4,1.21335199365239
1996Q1,-0.756217377218196
1996Q2,1.51416562183538
1996Q3,0.736700147868697
1996Q4,0.156679345866353
1997Q1,0.534663401415002
1997Q2,1.56006736323641
1997Q3,0.920917378557305
1997Q4,2.26876987969461
1998Q1,0.643737297250013
1998Q2,1.21480318548349
1998Q3,1.46533727404166
1998Q4,1.81382933183031
1999Q1,1.87232747492539
1999Q2,1.60916339238192
1999Q3,1.88552822148255
1999Q4,2.21403158003009
2000Q1,2.37937511162554
2000Q2,1.72603533986473
2000Q3,1.76103159335085
2000Q4,1.64611958116115
2001Q1,2.95093591019099
2001Q2,1.0213121469116
2001Q3,0.92286570968602
2001Q4,0.854322975137877
2002Q1,0.916975791093395
2002Q2,0.947099263408531
2002Q3,1.60319935648145
2002Q4,0.16838024262032
2003Q1,0.676517643598839
2003Q2,0.318188514682391
2003Q3,0.382503951676306
2003Q4,0.849510869891254
2004Q1,0.483878256416303
2004Q2,0.971506797334343
2004Q3,0.833642329167388
2004Q4,0.84058957763559
2005Q1,1.11778329548546
2005Q2,1.61214575332106
2005Q3,1.27098302934755
2005Q4,1.16896309686496
2006Q1,1.31219800352923
2006Q2,1.52056369531886
2006Q3,0.787921443721863
2006Q4,1.52538848577602
2007Q1,1.65954813603532
2007Q2,1.42227750545149
2007Q3,1.37970911390522
2007Q4,1.30587055164652
2008Q1,1.46308961041082
2008Q2,0.256875951571938
2008Q3,0.497845627126916
2008Q4,-0.311434227012426
2009Q1,-2.70508517971615
